"sp" "spn" "depth" "taxa" "ntip"
"species" 22 0.00662754974463785 "Zotu124_P1_G03_33TCONS3_S506_N7021" 3
"species" 22 0.00662754974463785 "Zotu114_P1_G02_20MMC2_S502_N7021" 3
"species" 65 0.00119278566647882 "Zotu202_P3_A02_39TCONSER9_S503_N7113" 2
"species" 65 0.00119278566647882 "Zotu267_P3_A02_39TCONSER9_S503_N7111" 2
"species" 124 0.00482139921727336 "Zotu131_P2_E02_77SHCON8_S508_N7072" 2
"species" 124 0.00482139921727336 "Zotu151_P1_H06_36TCONS6_S503_N7043" 2
"species" 110 0.0097658448358812 "Zotu152_P1_F11_78SHCON9_S508_N7061" 3
"species" 110 0.0097658448358812 "Zotu290_P3_A02_39TCONSER9_S503_N7111" 3
"species" 110 0.0097658448358812 "Zotu248_P3_E03_86ACON8_S517_N7111" 3
"species" 183 0.00910232851746676 "Zotu170_P1_D05_13SHC4C1_S505_N70315" 6
"species" 183 0.00910232851746676 "Zotu215_P1_D05_13SHC4C1_S505_N7032" 6
"species" 183 0.00910232851746676 "Zotu214_P1_G02_20MMC2_S502_N7022" 6
"species" 183 0.00910232851746676 "Zotu125_P2_E01_31TCONS1_S504_N7071" 6
"species" 183 0.00910232851746676 "Zotu244_P2_A01_16IZPOC1_S502_N7076" 6
"species" 183 0.00910232851746676 "Zotu145_P1_E02_21MMC3_S517_N7012" 6
"species" 182 0.00785016566638986 "Zotu258_P2_C01_18IZTAC3_S503_N7071" 3
"species" 182 0.00785016566638986 "Zotu228_P3_A05_107ACON20_S507_N7121" 3
"species" 182 0.00785016566638986 "Zotu199_P3_A07_81ACON3_S507_N7016" 3
