"Zotu100_P1_H01_75SHCON6_S506_N701" "Zotu102_P1_B06_71SHCON2_S508_N703" "Zotu102_P1_D05_13SHC4C1_S505_N703" "Zotu102_P2_G01_87ACONS9_S505_N707" "Zotu103_P1_B06_71SHCON2_S508_N703" "Zotu103_P1_B08_17IZPOC2_S517_N704" "Zotu103_P1_D06_74SHCON5_S517_N703" "Zotu104_P2_E02_77SHCON8_S508_N707" "Zotu106_P1_B06_71SHCON2_S508_N703" "Zotu106_P1_D05_13SHC4C1_S505_N703" "Zotu106_P1_H01_75SHCON6_S506_N701" "Zotu108_P1_D06_74SHCON5_S517_N703" "Zotu109_P1_H01_75SHCON6_S506_N701" "Zotu111_P1_B08_17IZPOC2_S517_N704" "Zotu116_P1_A01_32TCONS2_S502_N701" "Zotu116_P1_A03_38TCONS8_S503_N702" "Zotu116_P2_G01_87ACONS9_S505_N707" "Zotu117_P1_B06_71SHCON2_S508_N703" "Zotu117_P1_F05_15SHC6C3_S506_N703" "Zotu118_P1_F05_15SHC6C3_S506_N703" "Zotu11_P1_A01_32TCONS2_S502_N701" "Zotu11_P1_D07_35TCONS5_S506_N704" "Zotu120_P1_D06_74SHCON5_S517_N703" "Zotu122_P1_A01_32TCONS2_S502_N701" "Zotu127_P1_D05_13SHC4C1_S505_N703" "Zotu12_P1_A01_32TCONS2_S502_N701" "Zotu12_P1_A03_38TCONS8_S503_N702" "Zotu12_P1_D07_35TCONS5_S506_N704" "Zotu12_P1_F11_78SHCON9_S508_N706" "Zotu134_P1_A01_32TCONS2_S502_N701" "Zotu135_P1_A01_32TCONS2_S502_N701" "Zotu138_P1_B06_71SHCON2_S508_N703" "Zotu139_P1_A01_32TCONS2_S502_N701" "Zotu139_P2_G02_14SHCN5C2_S517_N707" "Zotu13_P1_A01_32TCONS2_S502_N701" "Zotu13_P1_D06_74SHCON5_S517_N703" "Zotu13_P1_D07_35TCONS5_S506_N704" "Zotu140_P1_B06_71SHCON2_S508_N703" "Zotu140_P1_D05_13SHC4C1_S505_N703" "Zotu141_P1_A01_32TCONS2_S502_N701" "Zotu141_P1_A03_38TCONS8_S503_N702" "Zotu141_P1_D08_34TCONS4_S502_N705" "Zotu143_P1_D07_35TCONS5_S506_N704" "Zotu143_P1_H06_36TCONS6_S503_N704" "Zotu145_P1_F05_15SHC6C3_S506_N703" "Zotu146_P1_D05_13SHC4C1_S505_N703" "Zotu146_P1_D06_74SHCON5_S517_N703" "Zotu14_P1_A01_32TCONS2_S502_N701" "Zotu14_P1_D08_34TCONS4_S502_N705" "Zotu151_P1_B06_71SHCON2_S508_N703" "Zotu154_P1_F11_78SHCON9_S508_N706" "Zotu156_P1_D05_13SHC4C1_S505_N703" "Zotu157_P1_A01_32TCONS2_S502_N701" "Zotu157_P1_F05_15SHC6C3_S506_N703" "Zotu158_P1_B08_17IZPOC2_S517_N704" "Zotu162_P1_F05_15SHC6C3_S506_N703" "Zotu163_P1_B06_71SHCON2_S508_N703" "Zotu171_P1_F05_15SHC6C3_S506_N703" "Zotu173_P1_E02_21MMC3_S517_N701" "Zotu177_P1_G02_20MMC2_S502_N702" "Zotu17_P1_D07_35TCONS5_S506_N704" "Zotu182_P1_D05_13SHC4C1_S505_N703" "Zotu186_P1_D07_35TCONS5_S506_N704" "Zotu188_P1_D05_13SHC4C1_S505_N703" "Zotu190_P1_D05_13SHC4C1_S505_N703" "Zotu193_P1_B06_71SHCON2_S508_N703" "Zotu196_P1_B06_71SHCON2_S508_N703" "Zotu19_P1_D07_35TCONS5_S506_N704" "Zotu19_P3_A06_128ACON18_S503_N701" "Zotu202_P1_D05_13SHC4C1_S505_N703" "Zotu202_P3_A01_85ACON7_S507_N710" "Zotu20_P1_B08_17IZPOC2_S517_N704" "Zotu20_P3_H03G04_123ACON13_S506_N712" "Zotu217_P1_D05_13SHC4C1_S505_N703" "Zotu21_P1_D05_13SHC4C1_S505_N703" "Zotu21_P1_D07_35TCONS5_S506_N704" "Zotu21_P1_E02_21MMC3_S517_N701" "Zotu224_P1_D05_13SHC4C1_S505_N703" "Zotu22_P1_A01_32TCONS2_S502_N701" "Zotu238_P1_D05_13SHC4C1_S505_N703" "Zotu24_P1_A01_32TCONS2_S502_N701" "Zotu25_P1_A03_38TCONS8_S503_N702" "Zotu26_P1_D08_34TCONS4_S502_N705" "Zotu26_P1_H09_37TCONS7_S508_N705" "Zotu27_P1_A01_32TCONS2_S502_N701" "Zotu28_P1_E02_21MMC3_S517_N701" "Zotu28_P1_H08_70SHCON1_S504_N705" "Zotu28_P1_H09_37TCONS7_S508_N705" "Zotu29_P1_D08_34TCONS4_S502_N705" "Zotu29_P1_H09_37TCONS7_S508_N705" "Zotu29_P3_C05_110ACON23_S508_N712" "Zotu2_P1_A01_32TCONS2_S502_N701" "Zotu30_P1_D07_35TCONS5_S506_N704" "Zotu30_P1_G03_33TCONS3_S506_N702" "Zotu31_P1_D07_35TCONS5_S506_N704" "Zotu33_P1_A01_32TCONS2_S502_N701" "Zotu36_P2_A02_76SHCON7_S506_N707" "Zotu37_P1_D05_13SHC4C1_S505_N703" "Zotu37_P1_D06_74SHCON5_S517_N703" "Zotu38_P1_D07_35TCONS5_S506_N704" "Zotu38_P1_H08_70SHCON1_S504_N705" "Zotu39_P1_D08_34TCONS4_S502_N705" "Zotu39_P1_G03_33TCONS3_S506_N702" "Zotu40_P1_B08_17IZPOC2_S517_N704" "Zotu40_P1_D06_74SHCON5_S517_N703" "Zotu40_P1_D07_35TCONS5_S506_N704" "Zotu40_P2_A02_76SHCON7_S506_N707" "Zotu41_P1_A01_32TCONS2_S502_N701" "Zotu42_P1_D06_74SHCON5_S517_N703" "Zotu42_P1_D08_34TCONS4_S502_N705" "Zotu42_P1_G03_33TCONS3_S506_N702" "Zotu43_P1_F05_15SHC6C3_S506_N703" "Zotu45_P1_A03_38TCONS8_S503_N702" "Zotu45_P1_D08_34TCONS4_S502_N705" "Zotu45_P1_E02_21MMC3_S517_N701" "Zotu48_P1_B06_71SHCON2_S508_N703" "Zotu48_P2_E03_72SHCON3_S505_N708" "Zotu4_P1_A01_32TCONS2_S502_N701" "Zotu4_P1_D07_35TCONS5_S506_N704" "Zotu51_P1_D07_35TCONS5_S506_N704" "Zotu51_P1_D08_34TCONS4_S502_N705" "Zotu51_P1_H04_19MMC1_S503_N703" "Zotu52_P1_A03_38TCONS8_S503_N702" "Zotu53_P1_D06_74SHCON5_S517_N703" "Zotu53_P1_H08_70SHCON1_S504_N705" "Zotu54_P1_B06_71SHCON2_S508_N703" "Zotu55_P1_D05_13SHC4C1_S505_N703" "Zotu57_P1_B08_17IZPOC2_S517_N704" "Zotu57_P1_H04_19MMC1_S503_N703" "Zotu58_P1_B06_71SHCON2_S508_N703" "Zotu59_P1_H01_75SHCON6_S506_N701" "Zotu59_P1_H08_70SHCON1_S504_N705" "Zotu5_P1_A01_32TCONS2_S502_N701" "Zotu60_P1_D06_74SHCON5_S517_N703" "Zotu61_P1_A03_38TCONS8_S503_N702" "Zotu61_P1_D06_74SHCON5_S517_N703" "Zotu62_P1_H09_37TCONS7_S508_N705" "Zotu63_P1_D05_13SHC4C1_S505_N703" "Zotu63_P1_G03_33TCONS3_S506_N702" "Zotu64_P1_G03_33TCONS3_S506_N702" "Zotu64_P2_E03_72SHCON3_S505_N708" "Zotu65_P1_B06_71SHCON2_S508_N703" "Zotu65_P1_D06_74SHCON5_S517_N703" "Zotu67_P1_D05_13SHC4C1_S505_N703" "Zotu67_P1_F11_78SHCON9_S508_N706" "Zotu68_P1_H08_70SHCON1_S504_N705" "Zotu69_P1_B06_71SHCON2_S508_N703" "Zotu70_P4_C09_73SHCON4_S504_N707" "Zotu72_P3_A06_128ACON18_S503_N701" "Zotu72_P4_C09_73SHCON4_S504_N707" "Zotu73_P1_B06_71SHCON2_S508_N703" "Zotu74_P1_A01_32TCONS2_S502_N701" "Zotu74_P1_A03_38TCONS8_S503_N702" "Zotu75_P1_D05_13SHC4C1_S505_N703" "Zotu75_P1_E02_21MMC3_S517_N701" "Zotu76_P1_H08_70SHCON1_S504_N705" "Zotu77_P1_D05_13SHC4C1_S505_N703" "Zotu77_P1_H08_70SHCON1_S504_N705" "Zotu78_P1_H09_37TCONS7_S508_N705" "Zotu79_P1_G02_20MMC2_S502_N702" "Zotu80_P1_H04_19MMC1_S503_N703" "Zotu80_P1_H09_37TCONS7_S508_N705" "Zotu82_P1_A01_32TCONS2_S502_N701" "Zotu82_P1_D06_74SHCON5_S517_N703" "Zotu82_P2_E03_72SHCON3_S505_N708" "Zotu83_P1_D06_74SHCON5_S517_N703" "Zotu83_P1_H09_37TCONS7_S508_N705" "Zotu83_P4_C09_73SHCON4_S504_N707" "Zotu85_P1_H08_70SHCON1_S504_N705" "Zotu86_P1_D05_13SHC4C1_S505_N703" "Zotu86_P1_H09_37TCONS7_S508_N705" "Zotu87_P1_H01_75SHCON6_S506_N701" "Zotu88_P1_H09_37TCONS7_S508_N705" "Zotu89_P1_F11_78SHCON9_S508_N706" "Zotu8_P1_B08_17IZPOC2_S517_N704" "Zotu8_P1_D07_35TCONS5_S506_N704" "Zotu90_P1_B06_71SHCON2_S508_N703" "Zotu90_P1_H04_19MMC1_S503_N703" "Zotu92_P1_A01_32TCONS2_S502_N701" "Zotu92_P2_G01_87ACONS9_S505_N707" "Zotu95_P1_B06_71SHCON2_S508_N703" "Zotu95_P1_D05_13SHC4C1_S505_N703" "Zotu96_P1_B06_71SHCON2_S508_N703" "Zotu99_P1_D08_34TCONS4_S502_N705"
"CON_NTO_SJH_E_70SHCON1" 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0
"CON_NTO_SJH_E_71SHCON2" 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0
"CON_NTO_SJH_E_72SHCON3" 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 0 0
"CON_NTO_SJH_E_73SHCON4" 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 1
"CON_NTO_SJH_E_74SHCON5" 0 0 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 1 0 1 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0
"CON_NTO_SJH_E_75SHCON6" 1 0 1 0 1 0 1 1 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 1 0
"CON_NTO_SJH_E_76SHCON7" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"CON_NTO_SJH_E_77SHCON8" 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"CON_NTO_SJH_E_78SHCON9" 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"CON_NTO_TLC_E_31TCONS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 1 0 1 0 1 1 1 0 0 0 1 1 0 1 1 1 1 1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
"CON_NTO_TLC_E_32TCONS2" 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0
"CON_NTO_TLC_E_33TCONS3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
